time,year,month,latitude,longitude,depth,mag,magType,place,type,felt,alert,tsunami,sig,nst,dmin,rms,horizontalError,depthError,id
1972-07-15,1972,7,23.8541,-66.8462,174.3,5.1,ml,Caribbean,earthquake,2,green,0,24,64,2.258,0.64,18.7,5.6,us0000002955
2014-09-22,2014,9,-6.9593,115.4162,267.4,5.5,mb,Ring of Fire - Indonesia,earthquake,2,green,0,96,114,3.643,0.74,11.4,9.2,us0000002956
2019-07-25,2019,7,-44.4403,-73.3746,97.6,5.6,mw,Ring of Fire - Chile,earthquake,11,green,0,112,52,1.887,0.93,9.4,3.5,us0000002957
1979-04-12,1979,4,23.8935,-63.9892,18.7,5.1,mb,Caribbean,earthquake,1,green,0,22,199,3.363,1.46,6.5,9.8,us0000002958
1917-09-26,1917,9,-9.2718,66.465,29.4,5.2,mb,Other,earthquake,4,green,0,42,128,1.901,1.06,6.1,7.4,us0000002959
2001-06-13,2001,6,39.8562,138.0298,15.6,5.2,mw,Ring of Fire - Japan,earthquake,1,green,0,31,102,3.333,0.39,12.1,12.8,us0000002960
1961-10-05,1961,10,31.0087,34.3768,67.5,5.1,mw,Mediterranean Belt,earthquake,1,green,0,19,34,0.132,0.68,19.4,4.5,us0000002961
2005-10-13,2005,10,-16.4941,-74.9764,34.6,5.4,mw,Ring of Fire - Chile,earthquake,0,green,0,64,108,2.754,1.45,0.7,11.5,us0000002962
2004-09-07,2004,9,-32.0736,-69.9691,57.7,6.0,mw,Ring of Fire - Chile,earthquake,11,green,0,171,51,0.277,1.38,1.5,4.4,us0000002963
1963-08-21,1963,8,26.5664,95.3092,24.5,5.1,mb,Himalayan Belt,earthquake,1,green,0,14,47,1.276,0.36,13.5,5.3,us0000002964
2022-03-05,2022,3,25.6671,65.2254,25.3,5.1,mb,Himalayan Belt,earthquake,0,green,0,13,199,3.839,0.24,7.4,12.0,us0000002965
1947-02-28,1947,2,-28.5044,-72.2695,125.6,5.1,mb,Ring of Fire - Chile,earthquake,1,green,0,21,40,2.16,1.94,15.3,13.9,us0000002966
1960-10-08,1960,10,2.6227,105.5936,67.0,5.2,mw,Ring of Fire - Indonesia,earthquake,1,green,0,27,107,4.29,0.72,1.6,10.3,us0000002967
1972-12-27,1972,12,-24.4427,-36.3861,10.2,5.3,mw,Mid-Atlantic Ridge,earthquake,1,green,0,55,24,4.42,0.97,7.6,5.9,us0000002968
1980-08-16,1980,8,-43.7235,171.4396,89.0,5.0,mw,New Zealand,earthquake,1,green,0,4,29,3.829,1.45,0.5,4.4,us0000002969
2019-12-18,2019,12,33.6699,21.3448,58.7,5.1,mw,Mediterranean Belt,earthquake,1,green,0,11,95,3.24,1.39,2.7,1.9,us0000002970
1964-07-05,1964,7,26.2548,-22.3305,17.5,5.5,ms,Mid-Atlantic Ridge,earthquake,2,green,0,84,183,0.806,1.74,5.4,1.3,us0000002971
2021-05-02,2021,5,-9.7564,-138.0106,11.0,5.5,mw,Other,earthquake,1,green,0,87,9,3.547,0.71,11.1,1.9,us0000002972
1925-10-03,1925,10,5.0433,121.3572,105.6,5.1,mw,Ring of Fire - Philippines,earthquake,0,green,0,15,181,4.432,1.89,16.4,8.8,us0000002973
1912-12-18,1912,12,36.5947,93.6867,13.5,6.1,ms,Himalayan Belt,earthquake,8,yellow,0,193,189,0.889,1.06,16.4,10.6,us0000002974
1981-06-27,1981,6,55.0808,-149.538,38.6,5.2,ms,Ring of Fire - Alaska,earthquake,4,green,0,29,171,3.965,1.28,17.0,14.9,us0000002975
1987-10-07,1987,10,-55.7467,96.746,11.8,5.3,mb,Other,earthquake,1,green,0,45,160,4.62,0.18,11.3,5.3,us0000002976
1988-06-24,1988,6,-17.2051,-40.2055,3.7,5.0,ml,Other,earthquake,0,green,0,1,7,3.809,0.54,0.5,3.5,us0000002977
1992-05-19,1992,5,15.6272,-141.6752,18.7,5.3,mw,Other,earthquake,2,green,0,57,146,3.675,1.45,8.0,10.4,us0000002978
2007-09-27,2007,9,54.4391,-156.4893,73.4,5.1,mb,Ring of Fire - Alaska,earthquake,3,green,0,9,23,2.053,0.28,5.5,6.9,us0000002979
1954-01-06,1954,1,37.2197,133.965,62.5,6.2,mw,Ring of Fire - Japan,earthquake,7,yellow,0,213,183,4.412,1.67,11.0,14.6,us0000002980
1965-11-17,1965,11,40.6209,-22.5017,19.5,5.3,mw,Mid-Atlantic Ridge,earthquake,2,green,0,53,24,3.989,1.61,4.0,10.0,us0000002981
1995-10-15,1995,10,-39.3869,-72.893,52.7,5.2,mw,Ring of Fire - Chile,earthquake,1,green,0,28,91,1.362,0.17,2.7,7.4,us0000002982
1925-12-20,1925,12,-31.0405,-66.8583,114.8,5.1,mw,Ring of Fire - Chile,earthquake,0,green,0,10,119,3.841,0.46,13.4,11.4,us0000002983
2008-11-08,2008,11,-27.2479,-65.0101,29.9,5.2,mb,Ring of Fire - Chile,earthquake,1,green,0,40,191,2.04,0.14,10.3,5.7,us0000002984
2008-10-22,2008,10,9.1238,124.0633,16.9,5.2,mw,Ring of Fire - Philippines,earthquake,2,green,0,29,89,0.623,1.93,9.9,2.9,us0000002985
2008-11-08,2008,11,51.6827,-25.3955,58.7,5.3,ms,Mid-Atlantic Ridge,earthquake,5,green,0,51,33,0.519,1.65,4.3,4.4,us0000002986
1900-01-24,1900,1,-15.3542,-73.2707,478.4,5.1,mb,Ring of Fire - Chile,earthquake,1,green,0,9,9,3.94,1.79,3.5,1.1,us0000002987
2016-01-22,2016,1,33.9308,-120.3394,5.9,5.8,mw,California - USA,earthquake,6,green,0,134,118,2.432,0.9,3.3,6.5,us0000002988
1950-12-03,1950,12,-4.0215,99.9778,31.4,5.1,mw,Ring of Fire - Indonesia,earthquake,1,green,0,9,22,1.048,0.61,1.1,5.4,us0000002989
1943-01-12,1943,1,40.424,140.3692,250.0,5.6,mw,Ring of Fire - Japan,earthquake,2,green,0,103,146,0.996,1.76,17.8,14.1,us0000002990
2008-06-11,2008,6,41.4551,134.183,43.8,5.4,mw,Ring of Fire - Japan,earthquake,4,green,0,73,27,2.916,1.98,11.7,14.7,us0000002991
2020-09-15,2020,9,18.1737,-75.2197,77.2,5.5,mw,Caribbean,earthquake,2,green,0,92,41,0.561,0.65,19.9,3.8,us0000002992
1998-11-16,1998,11,-23.6002,-65.5392,5.6,5.9,ms,Ring of Fire - Chile,earthquake,2,green,0,154,170,2.895,1.08,6.8,12.9,us0000002993
2023-01-13,2023,1,36.9492,-119.2404,118.8,5.4,mw,California - USA,earthquake,2,green,0,65,121,3.792,0.82,11.5,9.3,us0000002994
2021-01-10,2021,1,42.597,-26.3271,31.0,5.2,ms,Mid-Atlantic Ridge,earthquake,1,green,0,40,185,3.855,1.76,15.4,12.3,us0000002995
2009-02-13,2009,2,-41.1225,170.2149,119.7,5.7,mw,New Zealand,earthquake,1,green,0,116,70,2.497,1.93,17.8,7.9,us0000002996
2017-03-20,2017,3,33.4616,25.3603,31.7,5.2,mw,Mediterranean Belt,earthquake,2,green,0,32,157,0.359,1.42,2.9,5.9,us0000002997
1931-04-28,1931,4,53.9789,-166.1499,28.4,5.6,mw,Ring of Fire - Alaska,earthquake,2,green,0,112,38,2.493,1.09,19.9,13.0,us0000002998
1967-07-21,1967,7,-44.6158,63.5537,57.3,5.4,mw,Other,earthquake,3,green,0,67,148,0.055,0.59,13.2,7.9,us0000002999
1988-02-09,1988,2,2.4322,98.4234,45.2,5.6,mw,Ring of Fire - Indonesia,earthquake,5,green,0,112,103,3.682,1.48,16.4,5.4,us0000003000
2009-10-25,2009,10,32.4328,130.5251,184.1,5.2,mw,Ring of Fire - Japan,earthquake,1,green,0,43,154,1.376,1.19,3.6,14.1,us0000003001
1973-11-08,1973,11,60.6823,-168.2454,27.9,6.0,mb,Ring of Fire - Alaska,earthquake,56,yellow,0,181,130,1.716,1.98,4.6,12.8,us0000003002
2013-05-24,2013,5,-44.0492,-167.2368,6.2,5.4,mw,Other,earthquake,2,green,0,65,142,0.401,1.45,17.3,9.0,us0000003003
1912-08-21,1912,8,45.2542,-45.0842,163.7,5.3,ms,Other,earthquake,2,green,0,45,43,2.432,0.98,9.9,12.1,us0000003004
2015-07-10,2015,7,33.9449,-120.7236,4.2,5.0,ms,California - USA,earthquake,1,green,0,8,179,3.937,0.24,19.7,13.2,us0000003005
1977-05-20,1977,5,39.8149,42.5404,11.3,5.0,mw,Mediterranean Belt,earthquake,2,green,0,8,101,3.636,0.39,15.5,2.4,us0000003006
1972-04-07,1972,4,-2.6148,105.2016,142.3,5.4,mw,Ring of Fire - Indonesia,earthquake,1,green,0,72,24,2.744,2.0,18.6,1.6,us0000003007
2000-04-11,2000,4,53.6153,-166.4805,43.3,5.0,mw,Ring of Fire - Alaska,earthquake,0,green,0,2,192,0.539,0.12,12.5,6.1,us0000003008
2005-08-16,2005,8,35.9664,142.9462,16.7,5.6,mw,Ring of Fire - Japan,earthquake,8,green,0,113,106,2.277,0.87,11.7,14.7,us0000003009
2017-03-22,2017,3,-43.5964,-66.5594,202.6,6.3,mw,Ring of Fire - Chile,earthquake,27,yellow,0,233,50,2.566,1.56,1.3,13.8,us0000003010
1962-05-13,1962,5,44.2566,44.3264,58.2,5.0,mb,Mediterranean Belt,earthquake,1,green,0,6,164,1.242,0.96,3.4,12.1,us0000003011
2018-01-18,2018,1,5.4288,121.2454,102.7,5.2,mw,Ring of Fire - Philippines,earthquake,2,green,0,32,167,1.389,0.26,6.6,5.6,us0000003012
2000-10-20,2000,10,9.8833,120.312,24.7,5.0,mw,Ring of Fire - Philippines,earthquake,2,green,0,6,156,0.399,1.62,10.5,6.1,us0000003013
2015-12-26,2015,12,37.9483,-122.1457,22.7,5.5,mb,California - USA,earthquake,2,green,0,94,132,0.91,0.71,6.9,4.9,us0000003014
1915-10-05,1915,10,13.2696,127.634,60.8,5.2,mw,Ring of Fire - Philippines,earthquake,1,green,0,43,43,2.402,0.84,4.1,10.8,us0000003015
1934-10-14,1934,10,14.3026,122.3595,189.8,5.2,mw,Ring of Fire - Philippines,earthquake,1,green,0,38,19,3.318,0.71,2.5,13.0,us0000003016
1951-09-15,1951,9,32.0799,142.0873,71.3,7.2,mw,Ring of Fire - Japan,earthquake,215,orange,0,383,60,1.091,1.72,19.0,12.4,us0000003017
1914-03-08,1914,3,32.7374,133.548,206.6,5.3,mb,Ring of Fire - Japan,earthquake,6,green,0,48,111,4.409,1.43,19.6,2.4,us0000003018
1920-11-10,1920,11,3.7424,128.5511,50.7,5.9,ms,Ring of Fire - Indonesia,earthquake,19,green,0,167,195,2.466,1.48,8.8,12.5,us0000003019
1967-04-18,1967,4,27.0659,85.8592,27.8,5.1,mb,Himalayan Belt,earthquake,1,green,1,25,152,3.159,0.75,8.7,13.1,us0000003020
1952-09-12,1952,9,-18.1655,-71.6615,30.2,5.1,mw,Ring of Fire - Chile,earthquake,0,green,0,25,92,1.857,1.22,16.1,2.3,us0000003021
1952-05-14,1952,5,12.7714,124.0829,32.8,5.1,mb,Ring of Fire - Philippines,earthquake,1,green,0,13,49,0.422,1.6,7.8,1.2,us0000003022
1941-01-23,1941,1,44.949,136.8073,17.6,5.2,ms,Ring of Fire - Japan,earthquake,1,green,0,27,85,1.49,1.81,13.0,11.0,us0000003023
1986-11-18,1986,11,58.9736,-160.2407,56.8,5.0,mw,Ring of Fire - Alaska,earthquake,1,green,0,1,104,4.685,0.54,19.9,12.4,us0000003024
2024-12-05,2024,12,33.9366,-120.0097,24.7,5.3,mw,California - USA,earthquake,2,green,0,55,43,1.366,0.56,1.7,11.2,us0000003025
1905-07-15,1905,7,21.1571,-33.5255,17.1,5.5,ms,Mid-Atlantic Ridge,earthquake,4,green,0,90,73,2.574,1.73,18.8,3.6,us0000003026
2014-12-22,2014,12,43.8633,131.9077,118.1,5.1,mw,Ring of Fire - Japan,earthquake,1,green,0,21,192,1.351,0.52,6.7,2.2,us0000003027
2012-07-16,2012,7,44.1332,29.1186,67.3,5.3,mw,Mediterranean Belt,earthquake,0,green,0,55,157,1.774,1.23,2.3,5.3,us0000003028
1980-11-01,1980,11,3.9871,106.5202,69.9,6.1,mb,Ring of Fire - Indonesia,earthquake,18,yellow,0,194,144,2.51,1.63,17.6,7.3,us0000003029
2000-07-10,2000,7,19.6349,128.1343,29.4,5.3,mw,Ring of Fire - Philippines,earthquake,3,green,0,54,153,2.374,0.44,13.4,4.2,us0000003030
1992-03-26,1992,3,-41.4145,168.447,44.8,5.1,mw,New Zealand,earthquake,1,green,0,21,9,4.833,1.53,5.6,4.3,us0000003031
2004-03-17,2004,3,36.0383,71.5881,27.9,5.2,ms,Himalayan Belt,earthquake,1,green,0,31,143,4.145,1.64,0.6,6.7,us0000003032
1920-06-09,1920,6,46.3884,31.0719,30.3,5.3,mw,Other,earthquake,2,green,0,53,175,4.615,0.88,17.3,10.6,us0000003033
1997-11-24,1997,11,38.5311,132.2129,52.4,5.5,ms,Ring of Fire - Japan,earthquake,1,green,0,88,136,0.753,1.56,13.4,7.5,us0000003034
2018-11-07,2018,11,39.923,44.6065,23.0,5.7,mw,Mediterranean Belt,earthquake,11,green,0,128,199,3.173,0.84,2.2,2.2,us0000003035
2014-11-11,2014,11,1.8109,118.2863,59.3,5.0,ms,Ring of Fire - Indonesia,earthquake,0,green,0,7,171,0.225,0.7,3.9,7.1,us0000003036
2005-08-17,2005,8,55.6394,-174.6347,12.1,5.4,mb,Ring of Fire - Alaska,earthquake,2,green,0,63,120,3.027,0.41,8.7,4.2,us0000003037
2005-11-02,2005,11,33.378,94.0617,105.9,5.2,mb,Himalayan Belt,earthquake,1,green,0,44,50,4.137,1.97,13.0,2.0,us0000003038
1999-09-25,1999,9,-8.1774,136.5771,67.7,5.7,mw,Ring of Fire - Indonesia,earthquake,2,green,0,119,185,3.424,0.99,0.6,13.4,us0000003039
1964-02-08,1964,2,0.8489,135.6009,56.1,5.1,mw,Ring of Fire - Indonesia,earthquake,2,green,0,12,134,0.202,1.67,7.6,5.4,us0000003040
2012-12-24,2012,12,38.6243,137.4089,16.6,6.0,mw,Ring of Fire - Japan,earthquake,4,green,0,171,41,0.821,1.64,9.1,0.6,us0000003041
1963-03-27,1963,3,7.4325,126.1526,68.9,5.5,mw,Ring of Fire - Philippines,earthquake,4,green,0,80,157,1.485,0.31,9.7,9.6,us0000003042
1921-05-05,1921,5,0.8404,-25.8121,15.8,5.0,mw,Mid-Atlantic Ridge,earthquake,0,green,0,1,164,3.457,0.4,11.7,11.5,us0000003043
1988-02-25,1988,2,37.1236,132.8015,234.7,5.5,mw,Ring of Fire - Japan,earthquake,1,green,0,95,135,2.568,0.29,10.8,9.9,us0000003044
1986-09-21,1986,9,61.9573,-151.3269,93.4,6.6,mw,Ring of Fire - Alaska,earthquake,31,orange,0,279,189,0.178,0.36,16.6,10.8,us0000003045
2022-06-28,2022,6,55.5448,-21.3734,48.7,5.7,mw,Mid-Atlantic Ridge,earthquake,2,green,0,126,164,4.546,1.55,15.4,13.2,us0000003046
1973-01-20,1973,1,39.0987,41.1845,43.8,5.2,mw,Mediterranean Belt,earthquake,2,green,0,40,182,1.552,1.4,12.3,8.1,us0000003047
1938-07-12,1938,7,37.6647,-124.0115,18.2,5.6,mw,California - USA,earthquake,2,green,0,106,17,2.325,0.16,17.0,14.4,us0000003048
2020-11-23,2020,11,-24.2337,-73.6649,58.8,5.5,mw,Ring of Fire - Chile,earthquake,4,green,0,94,160,4.143,0.79,17.5,5.4,us0000003049
1957-03-03,1957,3,-52.092,130.4282,21.7,5.2,mw,Other,earthquake,2,green,0,38,121,2.769,1.77,5.4,14.1,us0000003050
1973-04-17,1973,4,-47.2898,149.6467,31.8,5.4,mw,Other,earthquake,2,green,0,78,164,0.241,0.56,6.6,9.2,us0000003051
1986-02-10,1986,2,56.917,-170.3583,48.1,5.5,mb,Ring of Fire - Alaska,earthquake,3,green,0,95,89,2.727,1.4,15.0,14.0,us0000003052
1960-09-11,1960,9,-4.8005,104.312,101.7,5.4,mw,Ring of Fire - Indonesia,earthquake,4,green,0,64,146,2.343,0.1,2.9,7.5,us0000003053
2020-01-11,2020,1,35.4369,137.9812,183.7,5.6,ms,Ring of Fire - Japan,earthquake,4,green,0,115,85,3.058,1.63,5.5,8.0,us0000003054
1998-03-22,1998,3,-45.2115,177.1159,92.5,6.0,mw,New Zealand,earthquake,14,green,0,176,12,0.366,0.8,16.3,10.6,us0000003055
1959-05-28,1959,5,-6.4574,106.6632,74.0,5.4,mw,Ring of Fire - Indonesia,earthquake,4,green,0,62,175,2.227,1.96,5.1,9.5,us0000003056
1925-06-21,1925,6,36.9271,39.8302,53.3,5.1,mw,Mediterranean Belt,earthquake,1,green,0,19,25,3.497,0.67,9.3,10.4,us0000003057
1987-08-17,1987,8,33.3934,98.5711,15.8,6.6,ms,Himalayan Belt,earthquake,32,orange,0,282,21,0.715,0.26,3.9,5.8,us0000003058
2002-04-10,2002,4,14.125,99.9448,60.9,5.5,mw,Other,earthquake,2,green,0,93,81,4.564,0.25,6.2,14.9,us0000003059
1943-08-20,1943,8,7.6352,122.6459,30.2,6.6,ms,Ring of Fire - Philippines,earthquake,82,orange,0,287,108,1.457,0.91,6.6,7.3,us0000003060
2023-11-01,2023,11,18.6966,122.8411,31.6,5.2,mw,Ring of Fire - Philippines,earthquake,1,green,0,32,118,1.722,0.68,19.8,3.6,us0000003061
1984-01-05,1984,1,41.0502,-115.7202,13.5,5.5,mb,California - USA,earthquake,3,green,0,88,180,0.497,0.73,6.3,11.4,us0000003062
2004-01-07,2004,1,38.9513,70.5295,25.0,5.0,mw,Himalayan Belt,earthquake,0,green,0,6,121,2.665,0.26,12.6,12.0,us0000003063
1978-09-28,1978,9,20.5531,-88.8221,26.5,5.9,ms,Caribbean,earthquake,8,green,0,164,190,1.843,0.17,3.5,13.5,us0000003064
2001-07-07,2001,7,39.0389,142.6878,84.3,5.1,mw,Ring of Fire - Japan,earthquake,2,green,0,15,6,3.655,0.54,3.4,8.4,us0000003065
1934-09-05,1934,9,16.7588,129.8142,50.0,6.0,mw,Ring of Fire - Philippines,earthquake,9,green,0,176,138,1.593,0.82,10.3,3.9,us0000003066
2016-09-18,2016,9,-8.8615,128.5233,292.7,5.4,mw,Ring of Fire - Indonesia,earthquake,3,green,0,67,67,4.262,0.58,19.9,10.3,us0000003067
1975-09-23,1975,9,-30.2368,66.3256,31.7,5.1,ms,Other,earthquake,2,green,0,25,100,4.1,1.43,14.4,5.1,us0000003068
1981-10-05,1981,10,-43.7693,175.0567,124.5,5.1,mw,New Zealand,earthquake,0,green,0,17,157,2.711,1.57,11.9,9.7,us0000003069
2021-04-16,2021,4,10.5874,127.0968,33.2,5.2,mw,Ring of Fire - Philippines,earthquake,1,green,0,34,98,2.41,0.2,17.3,14.4,us0000003070
2007-07-01,2007,7,31.2199,131.9644,61.4,5.9,mw,Ring of Fire - Japan,earthquake,4,green,0,155,133,0.333,0.73,16.3,12.6,us0000003071
2020-11-17,2020,11,-10.0843,-39.7162,7.5,6.3,ml,Mid-Atlantic Ridge,earthquake,19,yellow,0,225,101,3.674,1.9,4.6,8.2,us0000003072
1919-08-16,1919,8,-21.3744,39.1316,7.7,5.0,mw,Other,earthquake,1,green,0,7,39,4.96,0.23,0.6,7.9,us0000003073
1966-12-13,1966,12,43.2692,136.7844,21.5,5.5,mw,Ring of Fire - Japan,earthquake,3,green,0,95,23,3.483,0.66,9.2,13.9,us0000003074
1977-12-03,1977,12,1.0407,122.6912,78.7,5.0,ms,Ring of Fire - Indonesia,earthquake,3,green,0,8,44,2.864,0.56,4.9,4.6,us0000003075
1910-04-28,1910,4,3.5627,-38.8274,7.9,5.3,mb,Mid-Atlantic Ridge,earthquake,2,green,0,49,172,2.158,1.11,12.9,7.4,us0000003076
1958-03-17,1958,3,43.3715,141.5325,27.3,5.1,mw,Ring of Fire - Japan,earthquake,1,green,0,11,83,2.036,0.84,13.9,7.0,us0000003077
1935-07-15,1935,7,-29.9662,-71.9999,122.1,5.0,mw,Ring of Fire - Chile,earthquake,0,green,0,0,88,0.201,0.54,14.5,12.6,us0000003078
2010-05-24,2010,5,-59.9184,-80.3413,14.2,5.0,mw,Other,earthquake,1,green,0,1,161,1.068,0.17,6.1,2.2,us0000003079
1940-08-19,1940,8,-1.1615,138.5774,37.6,5.7,mb,Ring of Fire - Indonesia,earthquake,7,green,0,127,16,4.839,0.99,0.7,2.0,us0000003080
1992-04-26,1992,4,-32.6,-70.8523,30.2,5.0,ms,Ring of Fire - Chile,earthquake,1,green,0,0,91,3.242,1.62,16.0,5.8,us0000003081
1923-12-22,1923,12,53.9856,-28.4094,11.6,5.3,ms,Other,earthquake,1,green,0,44,139,0.863,1.65,6.5,9.1,us0000003082
1937-12-23,1937,12,-35.0043,-65.0784,96.9,5.3,mw,Ring of Fire - Chile,earthquake,1,green,0,58,135,3.322,1.33,3.9,6.9,us0000003083
1938-12-18,1938,12,38.9774,-120.665,14.0,5.4,mw,California - USA,earthquake,4,green,0,79,161,2.122,1.31,16.3,3.4,us0000003084
1907-11-03,1907,11,2.2538,132.2411,87.0,5.6,ms,Ring of Fire - Indonesia,earthquake,5,green,0,114,15,2.835,0.15,0.7,8.4,us0000003085
1988-02-05,1988,2,43.85,143.7746,53.3,5.3,mb,Ring of Fire - Japan,earthquake,2,green,0,58,6,3.839,0.71,5.2,3.7,us0000003086
1971-02-23,1971,2,41.9786,13.7244,15.6,5.1,mw,Mediterranean Belt,earthquake,0,green,0,19,39,4.32,1.55,12.4,13.2,us0000003087
1944-05-03,1944,5,19.0379,125.2239,66.7,5.1,mb,Ring of Fire - Philippines,earthquake,1,green,0,23,61,0.577,0.7,7.6,4.4,us0000003088
1949-02-21,1949,2,5.6011,128.3968,39.7,5.1,mw,Ring of Fire - Philippines,earthquake,0,green,0,15,169,0.51,0.15,11.3,6.5,us0000003089
2024-04-14,2024,4,34.5072,-115.1898,15.0,5.1,mw,California - USA,earthquake,0,green,0,13,178,0.99,1.41,6.3,12.7,us0000003090
1960-07-06,1960,7,-22.8962,-72.2064,21.5,5.1,ms,Ring of Fire - Chile,earthquake,1,green,0,12,147,3.009,0.46,16.2,15.0,us0000003091
2015-06-01,2015,6,19.2212,121.5838,121.1,5.3,ms,Ring of Fire - Philippines,earthquake,1,green,0,51,151,0.674,0.74,0.6,11.7,us0000003092
1993-09-21,1993,9,26.8053,91.4659,22.5,6.3,mw,Himalayan Belt,earthquake,19,yellow,0,236,140,0.552,1.81,17.1,7.1,us0000003093
2015-07-01,2015,7,19.7082,124.3072,81.7,5.6,mw,Ring of Fire - Philippines,earthquake,4,green,0,105,69,0.913,1.63,6.5,1.5,us0000003094
2012-03-16,2012,3,13.8285,122.5299,237.9,5.1,mw,Ring of Fire - Philippines,earthquake,0,green,0,14,126,4.892,1.0,19.6,11.6,us0000003095
2014-10-05,2014,10,33.0179,26.7973,23.6,5.7,mb,Mediterranean Belt,earthquake,16,green,0,115,183,1.746,0.38,4.4,10.2,us0000003096
1996-10-28,1996,10,10.4923,-78.102,23.3,5.7,mw,Caribbean,earthquake,5,green,0,116,23,3.775,0.8,5.1,7.8,us0000003097
2001-08-02,2001,8,4.4659,139.9601,72.8,5.9,mw,Ring of Fire - Indonesia,earthquake,4,green,1,164,119,4.038,0.37,15.3,10.3,us0000003098
2004-11-04,2004,11,41.6808,144.5813,64.8,5.2,mw,Ring of Fire - Japan,earthquake,2,green,0,40,145,1.879,0.5,17.4,8.6,us0000003099
2023-02-07,2023,2,31.7889,135.8935,96.1,5.3,mw,Ring of Fire - Japan,earthquake,4,green,0,54,8,0.653,1.86,5.1,1.9,us0000003100
2018-03-01,2018,3,-52.3892,-21.4843,8.0,5.3,mw,Other,earthquake,2,green,0,44,100,0.933,0.59,2.8,5.0,us0000003101
1943-11-01,1943,11,-9.0115,110.521,168.8,5.5,mb,Ring of Fire - Indonesia,earthquake,2,green,0,87,188,2.245,0.5,2.5,5.9,us0000003102
2005-02-28,2005,2,31.8392,-27.7248,35.2,6.1,mw,Mid-Atlantic Ridge,earthquake,8,yellow,0,189,6,1.869,0.53,13.6,13.6,us0000003103
1924-06-26,1924,6,37.9873,136.5948,53.1,5.0,mw,Ring of Fire - Japan,earthquake,0,green,0,3,193,2.85,0.81,13.4,10.9,us0000003104
1903-06-21,1903,6,44.9393,141.564,26.2,5.5,ms,Ring of Fire - Japan,earthquake,3,green,0,94,129,1.058,1.07,15.4,12.4,us0000003105
2012-03-24,2012,3,55.64,-170.9467,75.3,5.1,mw,Ring of Fire - Alaska,earthquake,1,green,0,11,10,4.437,1.49,4.5,2.7,us0000003106
1946-07-02,1946,7,-5.1014,98.8838,86.2,5.9,mw,Ring of Fire - Indonesia,earthquake,5,green,0,164,85,0.428,0.2,1.1,5.3,us0000003107
2017-11-12,2017,11,-21.5096,-71.6147,43.1,5.8,mw,Ring of Fire - Chile,earthquake,14,green,0,137,20,0.411,0.43,11.2,7.3,us0000003108
1958-08-01,1958,8,34.826,140.7203,74.8,5.0,mw,Ring of Fire - Japan,earthquake,1,green,0,6,122,1.314,0.96,15.4,14.7,us0000003109
2014-01-24,2014,1,-3.4841,-31.8328,37.6,5.1,mw,Mid-Atlantic Ridge,earthquake,1,green,0,21,148,3.611,0.84,3.5,10.3,us0000003110
1954-12-01,1954,12,32.754,87.6298,148.3,5.8,ms,Himalayan Belt,earthquake,8,green,0,140,17,2.686,1.75,11.0,4.8,us0000003111
1975-04-27,1975,4,36.2893,-117.6852,42.3,5.2,mb,California - USA,earthquake,2,green,0,37,39,3.566,1.45,10.7,1.7,us0000003112
1959-09-13,1959,9,35.3105,130.5911,251.3,5.0,mb,Ring of Fire - Japan,earthquake,1,green,0,7,116,2.392,0.21,14.2,5.4,us0000003113
2006-02-24,2006,2,-6.8751,122.5884,74.9,5.1,mb,Ring of Fire - Indonesia,earthquake,1,green,0,20,70,1.02,0.73,6.4,7.2,us0000003114
1944-12-25,1944,12,13.3852,103.1905,108.5,5.6,mw,Other,earthquake,9,green,0,106,83,4.137,1.45,2.6,9.3,us0000003115
1992-11-01,1992,11,33.8366,95.1577,97.2,5.2,ms,Himalayan Belt,earthquake,1,green,0,31,195,2.529,1.71,6.9,11.6,us0000003116
2008-04-23,2008,4,15.5993,-62.228,37.8,5.3,mw,Caribbean,earthquake,0,green,0,44,57,0.033,0.25,8.5,6.9,us0000003117
2021-09-20,2021,9,43.2022,18.1768,90.8,5.6,ms,Mediterranean Belt,earthquake,6,green,0,110,47,3.44,0.39,10.4,10.5,us0000003118
2018-10-14,2018,10,-37.5766,-72.1537,38.8,5.3,ms,Ring of Fire - Chile,earthquake,3,green,0,54,99,2.855,0.26,10.4,2.8,us0000003119
1996-09-15,1996,9,-15.9151,66.8217,36.0,5.1,mw,Other,earthquake,1,green,0,19,50,3.365,0.8,12.6,12.0,us0000003120
1942-01-19,1942,1,-41.5048,-71.962,22.2,5.4,mb,Ring of Fire - Chile,earthquake,2,green,0,74,92,2.698,0.32,9.3,5.9,us0000003121
1999-11-27,1999,11,32.3673,139.1005,45.0,5.8,mw,Ring of Fire - Japan,earthquake,4,green,0,140,136,2.997,0.67,18.4,8.5,us0000003122
1991-10-04,1991,10,11.5948,-7.1975,6.8,5.1,mw,Other,earthquake,0,green,0,12,31,4.401,1.65,8.0,2.2,us0000003123
1978-08-12,1978,8,33.5965,133.9114,46.2,5.0,mb,Ring of Fire - Japan,earthquake,1,green,0,1,189,1.076,0.17,10.2,7.4,us0000003124
1972-07-23,1972,7,-31.1045,-73.2903,15.3,5.8,mw,Ring of Fire - Chile,earthquake,8,green,0,136,188,0.38,1.22,17.2,5.3,us0000003125
1959-11-05,1959,11,20.0852,-86.8335,18.6,5.2,mw,Caribbean,earthquake,2,green,0,38,83,3.064,1.6,8.7,5.9,us0000003126
